Comment in English,Spam / Ham,Sentiment
What's the song name?,spam,neutral
Too bored to do that *PROJECT*,spam,negative
Where's the other conceptual video?,spam,neutral
IRobot,spam,neutral
"Good idea, but would cost Trillions of moneys",spam,positive
Why aren’t all billionaires trying to change the world like this??!!!,spam,neutral
The idea is shity,spam,negative
Fucking boring indeed. Why did elon outsourced hyperloop idea and kept this nonsense,spam,negative
Flamethrowers anyone?,spam,neutral
Earthquake.,spam,neutral
"About a year ago, Elon Musk was sitting in traffic in Los Angeles, and thought about how cool it would be if he built a tunnel under the city. So he built a tunnel under the city. And he started selling hats for his tunnel. 50,000 hats later, he got bored with hats and switched the hats out for flamethrowers. He sold 20,000 of those. And then 5 days later, he tied his car up to the most powerful rocket ever made, and shot it into fuckin' space.
AND THEN THE ROCKET FUCKING LANDED ITSELF.",spam,neutral
instant boner,spam,neutral
Tesla model s 😎,spam,neutral
"Man, this video is really **BORING**
I'll stop.",spam,negative
once there's an accident then how,ham,neutral
Okay let's say there's a car crash a malfunction in the system how in the world are the Medics supposed to get in there,ham,neutral
https://www.youtube.com/watch?v=k4WPC2CBfck,spam,neutral
This would be so cool,spam,positive
"Elon Musk: MUM!
Elon’s Mum: Yes honey?
Elon Musk: I’m bored!
Elon’s Mum: Here some cash, go make a tunnel company.",spam,neutral
And how much exactly will this cost,spam,neutral
How much will it cost,spam,neutral
"Cool. What's not illustrated are the huge long lineups of L.A. cars, waiting for one of those pods to be available!",ham,neutral
This will take some time i think,spam,neutral
Imagine you accidentally parked on the same spot the red car was stopped on 0:12...,ham,neutral
"31k subs for 1 minute 16 seconds of video? Only 2 videos and 1 of them was about a 
flamethrower! How about some *real* updates?",spam,neutral
"Oh no there’s a lot of traffic 
Good thing I’m a fucking billionaire let’s just build a superhighway under Los Angeles",spam,neutral
"This makes self driving cars kind of redundent. Beside, it'll only be used within cities, and very few are as big as LA, NYC, CD de MX, ect,
 not to mention that over half of all megacities are to poor. And the few wealthies will be the only one to use it.",ham,neutral
"This kinda defeats the purpose of a car 
That being
ITS SUPPOSED TO DRIVE",spam,neutral
if only lol,spam,neutral
pull your head out your ass u bunch of fukin idiots...all hes done is watched total recal,spam,negative
Towed subway,spam,neutral
He did dig a tunnel,spam,neutral
"Too much money in his hands...super rich, better help poor people in Harlem Bronx or the rust belt 
than spend money on making the Rich wealthier",spam,neutral
"So it's just a subway, but with cars?",spam,neutral
I guess our greens house gas will be OK if this one came out ou,spam,neutral
This looks so cool,spam,positive
"The cost of building these tunnels I can't even imagine plus under a city... A very old one with utilities and old pipes will be a nightmare
. I would love to see it being built first then a city built after.",ham,neutral
"I don't see the point of this. It's basically a tow truck towing your car for you, but underground.
You might as well get another tow truck to tow the towtruck which is towing you.",spam,neutral
crap ! cost and can you imagine the hole if another car is coming during the lift ?,ham,neutral
Music-True Persistence by Cimatix,spam,neutral
"what an idea
 musk sir",spam,neutral
Yeah...leave a huge gap in the road before a platform lifts up. I'm sure nobody will fall in that hole...,ham,neutral
I hope Tesla’s get discounts to ride this,ham,neutral
Very impractical!,spam,negative
An earthquake would be... just... horrible,ham,negative
Yeah thats cool but I want my flamethorwer,spam,positive
So it’s an elevator for cars except the different places are the different floors,spam,neutral
Sad to see only 36k like in this video and 2m likes on a boy doing stupid pranks,spam,neutral
He he he he he,spam,neutral
"no thanks, i like to drive",spam,negative
"This idea seems kinda far fetched.  But I feel like this could be a way to have a parking service underground
 and have it be like a valet.",ham,neutral
"Horrible idea. Those would become so congested so quick, plus mechanical failures 👎",ham,negative
I feel like waiting for someone to get up will be longer that drive-in go your destination,ham,neutral
"More cars cannot be our future. Fast efficient affordable modern mass transport, tho not as fun, is needed.",ham,negative
*this proves the earth is flat*,spam,neutral
Very useless,spam,negative
"That's going to be so expensive... And digging a tunnel in the middle of LA, all the trucks to move the dirt away, 
all the noise. I hope they can pull it off but I don't think this is the best one of Elon's ideas",spam,negative
"i hope this never happens in my lifetime cars are made to drive i shouldnt suffer cause everyone wants to be lazy
 or is too stupid to drive safely",spam,negative
HAXS,spam,neutral
Underground autobahn,spam,neutral
"Don't bother to dig in California, Elan. The way things are going you won't have enough qualified workers to do it and
 you'll be taxed to your knees by Brown and Company to pay for those people who are left in the state.",spam,negative
I swear I had this fuckin idea when I was a child being stuck in traffic on the old A30...,spam,neutral
But does it wifi?,ham,neutral
You guys are all asking about earthquakes but no one says subways won’t work because of earthquakes,ham,neutral
"The Boring company, making transit less boring by boring through the ground and turning it into a boring facility/tunnels
 that's not as boring as traffic.",spam,neutral
what a boring vids XD JK,spam,neutral
A visionary’s VISION for FUTURE. Mind blowing. Awesome 😎,spam,positive
Elon r you ok ?,spam,neutral
"ToC.
Only compatible with Teslas
Unless you own a flamethrower",spam,neutral
Probably not.,spam,neutral
Isn’t the background music from iPhone 7 ad??,spam,neutral
It's cool but it'll probably never get implemented in our lifetime.,spam,positive
I love you Elon,spam,positive
This is why everybody needs a Tesla,spam,neutral
"Wait, what about all the water, sewage and other pipes underneath the city?",ham,neutral
Wow elon just wont stop coming up with awaome ideas,spam,positive
"_What if earthquake happens of highest and newest rishter boundaries. _*_Don't play god u fool_*_ u will doom the whole fucking city._
P.s. I'm atheist.",spam,negative
Well wtf did i just watch,spam,negative
Absolute *Madlad*,spam,neutral
"I a bit don't understand, this will be public transport or private underground roads for cars?",ham,neutral
In the future cars simply drive onto a sled-like device on a city street that lowers them into the tunnel network.,spam,neutral
Master plan,spam,neutral
This idea is so cool,spam,positive
Ha,spam,neutral
"Everyone: this idea is awful, just build a subway😤😤
Me: you realize this is a pitch that is being modified, right? Could a better form of transport be created to replace subways? Or course. But only with creativity and critical thinking can this be done, which is exactly what Musk is doing.",spam,neutral
